ID,Sentence
5883,"Whenadatagram isfragmented, eachfragment hasitsownheaderwithmostof
thefieldsrepeated, butwithsomechanged."
5884,"Afragmented datagram mayitselfbefrag­
mentedifitencounters anetworkwithanevensmallerMTU.Inotherwords,adata­
gramcanbefragmented severaltimesbeforeitreachesthefinaldestination."
5885,"InIPv4,adatagram canbefragmented bythesourcehostoranyrouterinthepath
although thereisatendency tolimitfragmentation onlyatthesource.Thereassembly of
thedatagram, however, isdoneonlybythedestination hostbecauseeachfragment
becomes anindependent datagram."
5886,"Whereas thefragmented datagram cantravelthrough
different routes,andwecannevercontrolorguarantee whichrouteafragmented data­
grammaytake,allthefragments belonging tothesamedatagram shouldfinallyarriveat
thedestination host.Soitislogicaltodothereassembly atthefinaldestination."
5887,"Aneven
strongerobjection toreassembling packetsduringthetransmission isthelossofeffi­
ciencyitincurs."
5888,"Whenadatagram isfragmented, requiredpartsoftheheadermustbecopiedbyall
fragments."
5889,"Theoptionfieldmayormaynotbecopied,aswewillseeinthenextsection."
5890,"Thehostorrouterthatfragments adatagram mustchangethevaluesofthreefields:SECTION 20.2IPv4 591
flags,fragmentation offset,andtotallength.Therestofthefieldsmustbecopied.Of
course,thevalueofthechecksum mustberecalculated regardless offragmentation."
5891,"FieldsRelatedtoFragmentation
Thefieldsthatarerelatedtofragmentation andreassembly ofanIPv4datagram arethe
identification, flags,andfragmentation offsetfields."
5892,oIdentification.
5893,"This16-bitfieldidentifies adatagram originating fromthesource
host.Thecombination oftheidentification andsourceIPv4addressmustuniquely
defineadatagram asitleavesthesourcehost.Toguarantee uniqueness, theIPv4
protocolusesacountertolabelthedatagrams."
5894,"Thecounterisinitialized toaposi­
tivenumber.WhentheIPv4protocolsendsadatagram, itcopiesthecurrentvalue
ofthecountertotheidentification fieldandincrements thecounter by'~1.Aslongas
thecounteriskeptinthemainmemory, uniqueness isguaranteed."
5895,"Whenadata­
gramisfragmented, thevalueintheidentification fieldiscopiedtoallfragments."
5896,"Inotherwords,allfragments havethesameidentification number,thesameasthe
originaldatagram."
5897,"Theidentification numberhelpsthedestination inreassembling
thedatagram.Itknowsthatallfragments havingthesameidentification valuemust
beassembled intoonedatagram.oFlags.Thisisa3-bitfield.Thefirstbitisreserved."
5898,"Thesecondbitiscalledthedo
notfragment bit.Ifitsvalueis1,themachinemustnotfragment thedatagram."
5899,"Ifit
cannotpassthedatagram throughanyavailable physicalnetwork, itdiscardsthe
datagram andsendsanICMPerrormessagetothesourcehost(seeChapter21).If
itsvalueis0,thedatagram canbefragmented ifnecessary."
5900,"Thethirdbitiscalled
themorefragment bit.Ifitsvalueis1,itmeansthedatagram isnotthelastfrag­
ment;therearemorefragments afterthisone.Ifitsvalueis0,itmeansthisisthe
lastoronlyfragment (seeFigure20.10)."
5901,"Figure20.10Flagsusedinfragmentation
~ D:Donatfragment~ M:Morefragments
oFragmentation offset.This13-bitfieldshowstherelativepositionofthisfrag­
mentwithrespecttothewholedatagram.Itistheoffsetofthedataintheoriginal
datagram measured inunitsof8bytes.Figure20.11showsadatagram withadata
sizeof4000bytesfragmented intothreefragments."
5902,"Thebytesintheoriginaldatagram arenumbered 0to3999.Thefirstfragment
carriesbytes0to1399.Theoffsetforthisdatagram is0/8=O.Thesecondfrag­
mentcarriesbytes1400to2799;theoffsetvalueforthisfragment is1400/8=175."
5903,"Finally,thethirdfragment carriesbytes2800to3999.Theoffsetvalueforthis
fragment is2800/8=350."
5904,"Remember thatthevalueoftheoffsetismeasured inunitsof8bytes.Thisis
donebecausethelengthoftheoffsetfieldisonly13bitsandcannotrepresent a592CHAPTER 20NETWORK LAYER:INTERNET PROTOCOL
Figure20.11Fragmentation example
Byte0000Offset=0000/8=0
•••Offset=0000/8=0
Offset=1400/8=175
Offset=2800/8=350
2800 3999
sequence ofbytesgreaterthan8191.Thisforceshostsorroutersthatfragment data­
gramstochooseafragment sizesothatthefirstbytenumberisdivisible by8."
5905,Figure20.12showsanexpanded viewofthefragments inFigure20.11.
5906,Noticethevalueoftheidentification fieldisthesameinallfragments.
5907,"Noticethe
valueoftheflagsfieldwiththemorebitsetforallfragments exceptthelast.Also,
thevalueoftheoffsetfieldforeachfragment isshown."
5908,"Figure20.12Detailedfragmentation example
I I 1420
14,567 I111000
I
Bytes0000-1399I I 820
14,567 I111175
Fragment 1I
II 40201/14,567 I101000 I I 1420Bytes1400-2199I 14,567 I III175
I Fragment 2.1
~I I 620
Bytes0000-3999 Bytes1400-279914,567 IIII275
I
Fragment 2
Originaldatagram
II 1220Bytes2200-2799
14,567 I101'350 Fragment 2.2
I
Bytes2800-3999
Fragment 3SECTION 20.2IPv4 593
Thefigurealsoshowswhathappensifafragment itselfisfragmented."
5909,"Inthis
casethevalueoftheoffsetfieldisalwaysrelativetotheoriginaldatagram."
5910,"For
example, inthefigure,thesecondfragment isitselffragmented latertotwofrag­
mentsof800bytesand600bytes,buttheoffsetshowstherelativepositionofthe
fragments totheoriginaldata."
5911,"Itisobviousthatevenifeachfragment followsadifferent pathandarrivesout
oforder,thefinaldestination hostcanreassemble theoriginaldatagram fromthe
fragments received(ifnoneofthemislost)byusingthefollowing strategy:
1.Thefirstfragment hasanoffsetfieldvalueofzero."
5912,"2.Dividethelengthofthefirstfragment by8.Thesecondfragment hasanoffset
valueequaltothatresult."
5913,"3.Dividethetotallengthofthefirstandsecondfragments by8.Thethirdfragment
hasanoffsetvalueequaltothatresult."
5914,4.Continue theprocess.Thelastfragment hasamorebitvalueofO.
5915,"Example 20.5
ApackethasarrivedwithanMbitvalueofO.Isthisthefirstfragment, thelastfragment, ora
middlefragment?"
5916,Do weknowifthepacketwasfragmented?
5917,"Solution
IftheMbitis0,itmeansthattherearenomorefragments; thefragment isthelastone.However,
wecannotsayiftheoriginalpacketwasfragmented ornot.Anonfragmented packetisconsid­
eredthelastfragment."
5918,"Example 20.6
Apackethas arrived withanMbitvalueof1.Isthisthefirstfragment, thelastfragment, ora
middlefragment?"
5919,Do weknowifthepacketwasfragmented?
5920,"Solution
IftheMbitis1,itmeansthatthereisatleastonemorefragment."
5921,"Thisfragment canbethefirst
oneoramiddleone,butnotthelastone.Wedon'tknowifitisthefirstoneoramiddleone;we
needmoreinformation (thevalueofthefragmentation offset).SeeExample 20.7.
Example 20.7
ApackethasarrivedwithanMbitvalueof1andafragmentation offsetvalueofO.Isthisthefirst
fragment, thelastfragment, Oramiddlefragment?"
5922,"Solution
BecausetheMbitisl,itiseitherthefirstfragment oramiddleone.Becausetheoffsetvalueis0,
itisthefirstfragment."
5923,"Example 20.8
Apackethasarrivedinwhichtheoffsetvalueis100.Whatisthenumberofthefirstbyte?Dowe
knowthenumberofthelastbyte?594CHAPTER 20NETWORK LAYER:INTERNET PROTOCOL
Solution
Tofindthenumberofthefirstbyte,wemultiply theoffsetvalueby8.Thismeansthatthefirst
bytenumberis800.Wecannotdetermine thenumberofthelastbyteunlessweknowthelength
ofthedata."
5924,"Example 20.9
Apackethasarrivedinwhichtheoffsetvalueis100,thevalueofHLENis5,andthevalueofthe
tota1length fieldis100.Whatarethenumbersofthefirstbyteandthelastbyte?"
5925,"Solution
Thefirstbytenumberis100x 8=800.Thetotallengthis100bytes,andtheheaderlengthis
20bytes(5x4),whichmeansthatthereare80bytesinthisdatagram."
5926,"Ifthefirstbytenumber
is800,thelastbytenumbermustbe879."
5927,"Checksum
Wediscussed thegeneralideabehindthechecksum andhowitiscalculated inChapter10."
5928,Theimplementation ofthechecksum intheIPv4packetfollowsthesameprinciples.
5929,"First,
thevalueofthechecksum fieldissettoO.Thentheentireheaderisdividedinto16-bit
sections andaddedtogether."
5930,"Theresult(sum)iscomplemented andinsertedintothe
checksum field."
5931,"Thechecksum intheIPv4packetcoversonlytheheader,notthedata.Therearetwo
goodreasonsforthis.First,allhigher-level protocols thatencapsulate dataintheIPv4
datagram haveachecksum fieldthatcoversthewholepacket.Therefore, thechecksum
fortheIPv4datagram doesnothavetochecktheencapsulated data.Second,theheader
oftheIPv4packetchangeswitheachvisitedrouter,butthedatadonot.Sothechecksum
includesonlythepartthathaschanged."
5932,"Ifthedatawereincluded, eachroutermustrecal­
culatethechecksum forthewholepacket,whichmeansanincreaseinprocessing time."
5933,"Example 20.10
Figure20.13showsanexampleofachecksum calculation foranIPv4headerwithoutoptions."
5934,Theheaderisdividedinto16-bitsections.
5935,"Allthesections areaddedandthesumiscomple­
mented.Theresultisinsertedinthechecksum field."
5936,"Options
TheheaderoftheIPv4datagram ismadeoftwoparts:afixedpaltandavariablepart."
5937,"Thefixedpartis20byteslongandwasdiscussed intheprevious section.Thevariable
partcomprises theoptionsthatcanbeamaximum of40bytes."
5938,"Options, asthenameimplies,arenotrequiredforadatagram."
5939,"Theycanbeusedfor
network testinganddebugging."
5940,"Although optionsarenotarequired partoftheIPv4
header,optionprocessing isrequired oftheIPv4software."
5941,"Thismeansthatallimple­
mentations mustbeabletohandleoptionsiftheyarepresentintheheader."
5942,"Thedetaileddiscussion ofeachoptionisbeyondthescopeofthisbook.Wegive
thetaxonomy ofoptionsinFigure20.14andbrieflyexplainthepurposeofeach."
5943,"NoOperation
Ano-operation optionisaI-byteoptionusedasafillerbetweenoptions.SECTION 20.2IPv4 595
Figure20.13Exampleofchecksum calculation inIPv4
4I5I0 28
1 oI0
4I17 {}
10.12.14.5
12.6.7.9
4,5,and0------+ 4 5 00
28------+ 00 1 C
1------+ 0 0 0 1
oand0------+ 0 0 00
4and17------+ 0411
0------+ 0 0 00
10.12------+0A0C
14.5------+0E05
12.6------+0C06
7.9------+0709
Sum------+ 744E
Checksum ------+ 8B B 1
Figure20.14Taxonomy ofoptionsinIPv4
Single-byteNooperation
Endofoption
.Options
Multiple-byteRecordroute
Strictsourceroute
Loosesourceroute
Timestamp
EndofOption
Anend-of-option optionisaI-byteoptionusedforpaddingattheendoftheoption
field.It,however, canonlybeusedasthelastoption."
5944,"RecordRoute
ArecordrouteoptionisusedtorecordtheInternetroutersthathandlethedatagram."
5945,Itcanlistuptoninerouteraddresses.
5946,"Itcanbeusedfordebugging andmanagement
purposes."
5947,"StrictSourceRoute
Astrictsourcerouteoptionisusedbythesourcetopredetermine arouteforthedata­
gramasittravelsthroughtheInternet.Dictation ofaroutebythesourcecanbeuseful596CHAPTER 20NETWORK LAYER:INTERNET PROTOCOL
forseveralpurposes."
5948,"Thesendercanchoosearoutewithaspecifictypeofservice,such
asminimum delayormaximum throughput."
5949,"Alternatively, itmaychoosearoutethatis
saferormorereliableforthesender'spurpose.Forexample, asendercanchoosearoute
sothatitsdatagram doesnottravelthroughacompetitor's network."
5950,"Ifadatagram specifies astrictsourceroute,alltheroutersdefinedintheoption
mustbevisitedbythedatagram."
5951,"AroutermustnotbevisitedifitsIPv4addressisnot
listedinthedatagram.Ifthedatagram visitsarouterthatisnotonthelist,thedatagram
isdiscarded andanerrormessage isissued.Ifthedatagram arrivesatthedestination
andsomeoftheentrieswerenotvisited,itwillalsobediscarded andanerrormessage
issued."
5952,"LooseSourceRoute
Aloosesourcerouteoptionissimilartothestrictsourceroute,butitislessrigid.Each
routerinthelistmustbevisited,butthedatagram canvisitotherroutersaswell."
5953,"Timestamp
Atimestamp optionisusedtorecordthetimeofdatagram processing byarouter.The
timeisexpressed inmilliseconds frommidnight, Universal timeorGreenwich mean
time.Knowing thetimeadatagram isprocessed canhelpusersandmanagers trackthe
behavior oftheroutersintheInternet.Wecanestimatethetimeittakesforadatagram
togofromone~outertoanother.Wesayestimatebecause,although allroutersmayuse
Universal time,theirlocalclocksmaynotbesynchronized."
5954,"20.3IPv6
Thenetwork layerprotocol intheTCPIIPprotocol suiteiscurrently IPv4(Internet­
workingProtocol, version4).IPv4provides thehost-to-host communication between
systemsintheInternet."
5955,"Although IPv4iswelldesigned, datacommunication has
evolvedsincetheinception ofIPv4inthe1970s.IPv4hassomedeficiencies (listed
below)thatmakeitunsuitable forthefast-growing Internet."
5956,"oDespiteallshort-term solutions, suchassubnetting, classless addressing, andNAT,
addressdepletion isstillalong-term problemintheInternet."
5957,oTheInternetmustaccommodate real-time audioandvideotransmission.
5958,"Thistype
oftransmission requiresminimum delaystrategies andreservation ofresources not
provided intheIPv4design.oTheInternetmustaccommodate encryption andauthentication ofdataforsome
applications."
5959,Noencryption orauthentication isprovided byIPv4.
5960,"Toovercome thesedeficiencies, IPv6(Internetworking Protocol, version6),also
knownasIPng(Internetworking Protocol, nextgeneration), wasproposed andis
nowastandard."
5961,"InIPv6,theInternetprotocol wasextensively modified toaccommo­
datetheunforeseen growthoftheInternet.TheformatandthelengthoftheIPaddress
werechangedalong with thepacketformat.Relatedprotocols, suchasICMP,werealso
modified."
5962,"Otherprotocols inthenetworklayer,suchasARP,RARP,andIGMP,wereSECTION 20.3IPv6 597
eitherdeletedorincluded intheICMPv6 protocol (seeChapter21).Routingprotocols,
suchasRIPandOSPF(seeChapter22),werealsoslightlymodified toaccommodate
thesechanges."
5963,"Communications expertspredictthatIPv6anditsrelatedprotocols will
soonreplacethecurrentIPversion.InthissectionfirstwediscussIPv6.Thenweexplore
thestrategies usedforthetransition fromversion4toversion6."
5964,"Theadoption ofIPv6hasbeenslow.Thereasonisthattheoriginalmotivation for
itsdevelopment, depletion ofIPv4addresses, hasbeenremedied byshort-term strategies
suchasclassless addressing andNAT.However, thefast-spreading useoftheInternet,
andnewservicessuchasmobileIP,IPtelephony, andIP-capable mobiletelephony, may
eventually requirethetotalreplacement ofIPv4withIPv6."
5965,"Advantages
Thenext-generation IP,orIPv6,hassomeadvantages overIPv4thatcanbesummarized
asfollows:
oLargeraddressspace.AnIPv6addressis128bitslong,aswediscussed inChap­
ter19.Compared withthe32-bitaddressofIPv4,thisisahuge(296)increase in
theaddressspace."
5966,"oBetterheaderformat.IPv6usesanewheaderformatinwhichoptionsaresepa­
ratedfromthebaseheaderandinserted, whenneeded,between thebaseheader
andtheupper-layer data.Thissimplifies andspeedsuptheroutingprocessbecause
mostoftheoptionsdonotneedtobecheckedbyrouters."
5967,oNewoptions.
5968,IPv6hasnewoptionstoallowforadditional functionalities.
5969,oAllowance forextension.
5970,"IPv6isdesigned toallowtheextension oftheprotocolif
requiredbynewtechnologies orapplications."
5971,oSupport forresource allocation.
5972,"InIPv6,thetype-of-service fieldhasbeen
removed, butamechanism (calledjlow label)hasbeenaddedtoenablethesource
torequestspecialhandling ofthepacket.Thismechanism canbeusedtosupport
trafficsuchasreal-time audioandvideo."
5973,oSupport formoresecurity.
5974,"Theencryption andauthentication optionsinIPv6
provideconfidentiality andintegrityofthepacket."
5975,"PacketFormat
TheIPv6packetisshowninFigure20.15.Eachpacketiscomposed ofamandatory base
headerfollowed bythepayload."
5976,"Thepayloadconsistsoftwoparts:optionalextension
headersanddatafromanupperlayer.Thebaseheaderoccupies 40bytes,whereasthe
extension headersanddatafromtheupperlayercontainupto65,535bytesofinformation."
5977,"BaseHeader
Figure20.16showsthebaseheaderwithitseightfields."
5978,"Thesefieldsareasfollows:
oVersion."
5979,"This4-bitfielddefinestheversionnumberoftheIP.ForIPv6,thevalueis6."
5980,oPriority.
5981,"The4-bitpriorityfielddefinesthepriorityofthepacketwithrespectto
trafficcongestion."
5982,"Wewilldiscussthisfieldlater.598CHAPTER 20NETWORK LAYER:INTERNET PROTOCOL
Figure20.15IPv6datagram headerandpayload
1__'_4_0_b-,---Yt_es_--""I __' u-'---P_to_65_,5_3_5_b Y_te_s -----+.1
Extension headers
(optional)
Figure20.16FormatofanIPv6datagramDatapacketfromupperlayer
I'4bits II_4bits'1-8bits 8bits 8bits..VERIPRlIFlowlabel
Payloadlength --kN~t head;;IHoplimit
::_______________ Sourceaddress
c:~ Destination address-
,'""II.Nextheader Headerlength
,--'c:----
NextheaderIHeaderlengthI .- .'
I----
• •· ··•L,IINextheader' Headerlength
oFlowlabel.Theflowlabelisa3-byte(24-bit)fieldthatisdesigned toprovide
specialhandling foraparticular flowofdata.Wewilldiscussthisfieldlater."
5983,"oPayload length.The2-bytepayloadlengthfielddefinesthelengthoftheIPdata­
gramexcluding thebaseheader."
5984,"oNextheader.Thenextheaderisan8-bitfielddefiningtheheaderthatfollowsthe
baseheaderinthedatagram."
5985,"Thenextheaderiseitheroneoftheoptionalexten­
sionheadersusedbyIPortheheaderofanencapsulated packetsuchasUDPor
TCP.Eachextension headeralsocontainsthisfield.Table20.6showsthevaluesof
nextheaders.Notethatthisfieldinversion4iscalledtheprotocol."
5986,oHoplimit.This8-bithoplimitfieldservesthesamepurposeastheTILfieldinIPv4.
5987,oSourceaddress.
5988,"Thesourceaddressfieldisa16-byte(128-bit) Internetaddress
thatidentifies the originalsourceofthedatagram.SECTION 20.3IPv6 599
Table20.6NextheadercodesforIPv6
Code NextHeader
0Hop-by-hop option
2ICMP
6TCP
17UDP
43Sourcerouting
44Fragmen tation
50Encrypted securitypayload
51Authentication
59Null(nonextheader)
60Destination option
oDestination address."
5989,"Thedestination addressfieldisa16-byte(128-bit) Internet
addressthatusuallyidentifies thefinaldestination ofthedatagram."
5990,"However, if
sourceroutingisused,thisfieldcontainstheaddressofthenextrouter."
5991,"Priority
ThepriorityfieldoftheIPv6packetdefinesthepriorityofeachpacketwithrespectto
otherpacketsfromthesamesource.Forexample, ifoneoftwoconsecutive datagrams
mustbediscarded duetocongestion, thedatagram withthelowerpacketprioritywill
bediscarded."
5992,"IPv6dividestrafficintotwobroadcategories: congestion-controlled and
noncongestion-controlled."
5993,"Congestion-Controlled Traffic Ifasourceadaptsitselftotrafficslowdown when
thereiscongestion, thetrafficisreferred toascongestion-controlled traffic.For
example, TCP,whichusestheslidingwindowprotocol, caneasilyrespondtotraffic.In
congestion-controlled traffic,itisunderstood thatpacketsmayarrivedelayed, lost,or
outoforder.Congestion-controlled dataareassigned priorities from0to7,aslistedin
Table20.7.Apriorityof0isthelowest;apriorityof7isthehighest."
5994,"Table20.7Priorities forcongestion-controlled traffic
Priority Meaning
0Nospecifictraffic
1Background data
2Unattended datatraffic
3Reserved
4Attended bulkdatatraffic
5Reserved
6Interactive traffic
7Controltraffic600 CHAPTER 20NETWORK LAYER:INTERNET PROTOCOL
Theprioritydescriptions areasfollows:
oNospecifictraffic.Apriorityof0isassigned toapacketwhentheprocessdoes
notdefineapriority."
5995,"oBackground data.Thisgroup(priority 1)definesdatathatareusuallydelivered
inthebackground."
5996,Deliveryofthenewsisagoodexample.
5997,"oUnattended datatraffic.Iftheuserisnotwaiting(attending) forthedatatobe
received, thepacketwillbegivenapriorityof2.E-mailbelongstothisgroup.The
recipient ofane-maildoesnotknowwhenamessage hasarrived.Inaddition, an
e-mailisusuallystoredbeforeitisforwarded."
5998,"Alittlebitofdelayisoflittle
consequence."
5999,"oAttended bulkdatatraffic.Aprotocolthattransfersdatawhiletheuseriswaiting
(attending) toreceivethedata(possibly withdelay)isgivenapriorityof4.FTP
andHTTPbelongtothisgroup."
6000,"oInteractive traffic.Protocols suchasTELNET thatneeduserinteraction are
assigned thesecond-highest priority(6)inthisgroup."
6001,"oControltraffic.Controltrafficisgiventhehighestpriority(7).Routingprotocols
suchasOSPFandRIPandmanagement protocols suchasSNMPhavethispriority."
6002,"Noncongestion-Controlled Traffic Thisreferstoatypeoftrafficthatexpectsmini­
mumdelay.Discarding ofpacketsisnotdesirable."
6003,"Retransmission inmostcasesis
impossible."
6004,"Inotherwords,thesourcedoesnotadaptitselftocongestion."
6005,"Real-time
audioandvideoareexamples ofthistypeoftraffic."
6006,Prioritynumbers from8to15areassigned tononcongestion-controlled traffic.
6007,"Although therearenotyetanyparticular standardassignments forthistypeofdata,the
priorities areusuallybasedonhowmuchthequalityofreceiveddataisaffectedbythe
discarding ofpackets.Datacontaining lessredundancy (suchaslow-fidelity audioor
video)canbegivenahigherpriority(15).Datacontaining moreredundancy (suchas
high-fidelity audioorvideo)aregivenalowerpriority(8).SeeTable20.8.
Table20.8Priorities fornoncongestion-controlled traffic
Priority Meaning
8Datawithgreatestredundancy
..."
6008,".,."
6009,"15Datawithleastredundancy
FlowLabel
Asequence ofpackets,sentfromaparticular sourcetoaparticular destination, thatneeds
specialhandling byroutersiscalledaflowofpackets.Thecombination ofthesource
addressandthevalueoftheflowlabeluniquely definesaflowofpackets."
6010,"Toarouter,aflowisasequence ofpacketsthatsharethesamecharacteristics, such
astraveling thesamepath,usingthesameresources, havingthesamekindofsecurity,
andsoon.Arouterthatsupportsthehandling offlowlabelshasaflowlabeltable.The
tablehasanentryforeachactiveflowlabel; each entrydefinestheservicesrequiredbySECTION 20.3IPv6 601
thecorresponding flowlabel.Whentherouterreceives apacket,itconsults itsflow
labeltabletofindthecorresponding entryfortheflowlabelvaluedefinedinthepacket."
6011,"Itthenprovides thepacketwiththeservicesmentioned intheentry.However, notethat
theflowlabelitselfdoesnotprovidetheinformation fortheentriesoftheflowlabel
table;theinformation isprovided byothermeanssuchasthehop-by-hop optionsor
otherprotocols."
6012,"Initssimplestform,aflowlabelcanbeusedtospeeduptheprocessing ofapacket
byarouter.Whenarouterreceivesapacket,insteadofconsulting theroutingtableand
goingthrougharoutingalgorithm todefinetheaddressofthenexthop,itcaneasily
lookinaflowlabeltableforthenexthop."
6013,"Initsmoresophisticated form,aflowlabelcanbeusedtosupportthetransmission of
real-time audioandvideo.Real-time audioorvideo,particularly indigitalform,requires
resources suchashighbandwidth, largebuffers,longprocessing time,andsoon.A
processcanmakeareservation fortheseresources beforehand toguarantee thatreal-time
datawillnotbedelayedduetoalackofresources."
6014,"Theuseofreal-time dataandthe
reservation oftheseresources requireotherprotocols suchasReal-Time Protocol (RTP)
andResource Reservation Protocol(RSVP)inadditiontoIPv6."
6015,"Toallowtheeffective useofflowlabels,threeruleshavebeendefined:
1.Theflowlabelisassigned toapacketbythesourcehost.Thelabelisarandom
numberbetween 1and224-1.Asourcemustnotreuseaflowlabelforanewflow
whiletheexistingflowisstillactive."
6016,"2.Ifahostdoesnotsupporttheflowlabel,itsetsthisfieldtozero.Ifarouterdoesnot
supporttheflowlabel,itsimplyignoresit."
6017,"3.Allpacketsbelonging tothesameflowhavethesamesource,samedestination,
samepriority,andsameoptions."
6018,"Comparison Between IPv4andIPv6Headers
Table20.9compares IPv4andIPv6headers."
6019,"Table20.9Comparison betweenIPv4andIPv6packetheaders
Comparison
1.Theheaderlengthfieldiseliminated inIPv6becausethelengthoftheheaderisfixedin
thisversion."
6020,"2.Theservicetypefieldiseliminated inIPv6.Thepriorityandflowlabelfieldstogethertake
overthefunctionoftheservicetypefield."
6021,3.Thetotallengthfieldiseliminated inIPv6andreplaced bythepayloadlengthfield.
6022,"4.Theidentification, flag,andoffsetfieldsareeliminated fromthebaseheaderinIPv6.They
areincluded inthefragmentation extension header."
6023,5.TheTTLfieldiscalledhoplimitinIPv6.
6024,6.Theprotocol fieldisreplaced bythenextheaderfield.
6025,"7.Theheaderchecksum iseliminated becausethechecksum isprovided byupper-layer
protocols; itistherefore notneededatthislevel."
6026,"8.TheoptionfieldsinIPv4areimplemented asextension headersinIPv6.602 CHAPTER 20NETWORK LAYER:INTERNET PROTOCOL
Extension Headers
Thelengthofthebaseheaderisfixedat40bytes.However, togivegreaterfunctionality
totheIPdatagram, thebaseheadercanbefollowed byuptosixextension headers."
6027,"ManyoftheseheadersareoptionsinIPv4.Sixtypesofextension headershavebeen
defined,asshowninFigure20.17."
6028,"Figure20.17 Extension headertypes
PadI
Extension
headersHop-by-hop option
Sourcerouting
Fragmentation
Authentication
Encrypted securitypayload
Destination optionPadN
Jumbopayload
Hop-by-Hop Option
Thehop-by-hop optionisusedwhenthesourceneedstopassinformation toallrouters
visitedbythedatagram."
6029,"Sofar,onlythreeoptionshavebeendefined:Padl,PadN,and
jumbopayload."
6030,"ThePadloptionis1bytelongandisdesigned foralignment pur­
poses.PadNissimilarinconcepttoPadi.Thedifference isthatPadNisusedwhen2or
morebytesisneededforalignment."
6031,"Thejumbopayloadoptionisusedtodefineapay­
loadlongerthan65,535bytes."
6032,"Source Routing Thesourceroutingextension headercombines theconcepts ofthe
strictsourcerouteandtheloosesourcerouteoptionsofIPv4."
6033,"Fragmentation
Theconceptoffragmentation isthesameasthatinIPv4.However, theplacewhere
fragmentation occursdiffers.InIPv4,thesourceorarouterisrequired tofragment if
thesizeofthedatagram islargerthantheMTUofthenetworkoverwhichthedatagram
travels.InIPv6,onlytheoriginalsourcecanfragment."
6034,"AsourcemustuseapathMTU
discovery technique tofindthesmallestMTUsupported byanynetworkonthepath."
6035,Thesourcethenfragments usingthisknowledge.
6036,"Authentication
Theauthentication extension headerhasadualpurpose: itvalidates themessagesender
andensurestheintegrity ofdata.Wediscussthisextension headerwhenwediscussnet­
worksecurityinChapter31.SECTION 20.4TRANSITION FROMIPv4TOIPv6 603
Encrypted SecurityPayload
Theencrypted security payload (ESP)isanextension thatprovides confidentiality
andguardsagainsteavesdropping."
6037,Wediscussthisextension headerinChapter31.
6038,"Destination Option Thedestination optionisusedwhenthesourceneedstopass
information tothedestination only.Intermediate routersarenotpermitted accesstothis
information."
6039,"Comparison Between IPv4OptionsandIPv6Extension Headers
Table20.10compares theoptionsinIPv4withtheextension headersinIPv6."
6040,"Table20.10Comparison betweenIPv4optionsandIPv6extension headers
Comparison
1.Theno-operation andend-of-option optionsinIPv4arereplaced byPadlandPadN
optionsinIPv6."
6041,2.Therecordrouteoptionisnotimplemented inIPv6becauseitwasnotused.
6042,3.Thetimestamp optionisnotimplemented becauseitwasnotused.
6043,4.Thesourcerouteoptioniscalledthesourcerouteextension headerinIPv6.
6044,"5.Thefragmentation fieldsinthebaseheadersectionofIPv4havemovedtothefragmentation
extension headerinIPv6."
6045,6.Theauthentication extension headerisnewinIPv6.
6046,7.Theencrypted securitypayloadextension headerisnewinIPv6.
6047,"20.4TRANSITION FROMIPv4TOIPv6
Because ofthehugenumberofsystems ontheInternet, thetransition fromIPv4
toIPv6cannothappensuddenly."
6048,"Ittakesaconsiderable amountoftimebeforeevery
systemintheInternetcanmovefromIPv4toIPv6.Thetransition mustbesmoothto
preventanyproblems between IPv4andIPv6systems."
6049,"Threestrategies havebeen
devisedbythe!ElFtohelpthetransition (seeFigure20.18)."
6050,"Figure20.18Threetransition strategies604 CHAPTER 20NETWORK LAYER: INTERNET PROTOCOL
DualStack
Itisrecommended thatall hosts, beforemigrating completely toversion6,haveadual
stackofprotocols."
6051,"Inotherwords,astationmustrunIPv4andIPv6simultaneously until
alltheInternetusesIPv6.SeeFigure20.19forthelayoutofadual-stack configuration."
6052,"Figure20.19 Dualstack
oIPv6systemTransport and
application layers
IPv4 IPv6
r ~Underlying
LANorWAN
technology
m T ToIPv4syste
Todetermine whichversiontousewhensendingapackettoadestination, thesource
hostqueriestheDNS.IftheDNSreturnsanIPv4address,thesourcehostsendsanIPv4
packet.IftheDNSreturnsanIPv6address,thesourcehostsendsanIPv6packet."
6053,"Tunneling
Thnneling isastrategyusedwhentwocomputers usingIPv6wanttocommunicate
witheachotherandthepacketmustpassthrougharegionthatusesIPv4.Topass
throughthisregion,thepacketmusthaveanIPv4address.SotheIPv6packetisencap­
sulatedinanIPv4packetwhenitenterstheregion,anditleavesitscapsulewhenit
exitstheregion.ItseemsasiftheIPv6packetgoesthroughatunnelatoneendand
emerges attheotherend.TomakeitclearthattheIPv4packetiscarrying anIPv6
packetasdata,theprotocolvalueissetto41.Tunneling isshowninFigure20.20."
